Age,Education,Education Yrs,Marital Status,Employer,Occupation,Relationship Status,Sex,Capital Gain,Capital Loss,Hours per Week,Native Country,Salary
38, Assoc-voc,11, Divorced, Private, Adm-clerical, Unmarried, Female,0,0,40, United-States,96330
41, Some-college,10, Married-civ-spouse, Local-gov, Transport-moving, Wife, Female,0,0,25, United-States,66118
26, Some-college,10, Married-civ-spouse, Private, Craft-repair, Husband, Male,2829,0,40, United-States,182178
38, Assoc-voc,11, Divorced, Self-emp-not-inc, Exec-managerial, Unmarried, Male,0,0,35, United-States,53628
54, 9th,5, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,45, United-States,174865
30, Bachelors,13, Never-married, Private, Prof-specialty, Not-in-family, Female,0,0,60, Outlying-US(Guam-USVI-etc),66194
31, Some-college,10, Widowed, Private, Exec-managerial, Unmarried, Female,0,0,30, United-States,73796
26, Bachelors,13, Never-married, State-gov, Prof-specialty, Not-in-family, Male,0,0,40, United-States,28366
75, Doctorate,16, Married-civ-spouse, Self-emp-not-inc, Prof-specialty, Husband, Male,4931,0,3, United-States,231741
29, Masters,14, Never-married, Private, Transport-moving, Own-child, Male,0,0,40, United-States,237865
61, HS-grad,9, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,50, United-States,195453
24, Some-college,10, Separated, Private, Sales, Unmarried, Female,0,0,45, United-States,116934
22, 12th,8, Never-married, ?, ?, Not-in-family, Male,0,0,30, United-States,87867
34, Assoc-acdm,12, Never-married, Private, Prof-specialty, Not-in-family, Male,0,0,40, United-States,456399
42, Some-college,10, Divorced, Private, Craft-repair, Own-child, Male,0,0,40, United-States,263608
24, 11th,7, Never-married, Private, Craft-repair, Not-in-family, Male,0,0,40, United-States,263498
42, Assoc-acdm,12, Married-civ-spouse, Self-emp-not-inc, Sales, Husband, Male,0,0,40, ?,183765
27, HS-grad,9, Never-married, Federal-gov, Craft-repair, Not-in-family, Male,0,1980,40, United-States,469705
39, Bachelors,13, Married-civ-spouse, Local-gov, Prof-specialty, Wife, Female,0,0,50, United-States,113253
20, HS-grad,9, Never-married, Private, Handlers-cleaners, Own-child, Male,0,0,40, United-States,138768
51, 11th,7, Never-married, Private, Other-service, Not-in-family, Female,0,0,40, United-States,302146
68, Bachelors,13, Married-civ-spouse, Private, Sales, Husband, Male,0,0,30, United-States,253866
28, HS-grad,9, Never-married, Federal-gov, Machine-op-inspct, Own-child, Male,0,0,48, United-States,214858
43, HS-grad,9, Divorced, Private, Tech-support, Not-in-family, Female,0,0,40, United-States,243476
35, Some-college,10, Married-spouse-absent, Private, Craft-repair, Not-in-family, Male,0,0,40, United-States,169104
44, HS-grad,9, Divorced, Private, Adm-clerical, Unmarried, Female,0,0,40, United-States,103218
41, Bachelors,13, Never-married, Private, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,57233
44, HS-grad,9, Married-civ-spouse, Private, Tech-support, Husband, Male,0,0,45, United-States,228320
20, HS-grad,9, Married-civ-spouse, Private, Adm-clerical, Other-relative, Female,0,0,40, United-States,217421
46, HS-grad,9, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,75, United-States,185041
27, Assoc-acdm,12, Married-civ-spouse, Self-emp-not-inc, Transport-moving, Husband, Male,7688,0,70, United-States,37302
32, Some-college,10, Never-married, Private, Other-service, Not-in-family, Male,0,0,50, United-States,261059
46, Some-college,10, Divorced, Private, Sales, Not-in-family, Male,0,0,50, United-States,59767
26, HS-grad,9, Never-married, Private, Other-service, Not-in-family, Male,0,0,24, United-States,333541
20, Some-college,10, Never-married, Private, Adm-clerical, Own-child, Female,0,0,40, Vietnam,133352
36, HS-grad,9, Married-civ-spouse, Private, Farming-fishing, Wife, Female,0,0,40, United-States,99270
49, Bachelors,13, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,40, United-States,204629
32, HS-grad,9, Married-civ-spouse, Private, Exec-managerial, Husband, Male,3103,0,55, United-States,34104
32, Bachelors,13, Married-civ-spouse, Private, Prof-specialty, Husband, Male,15024,0,50, United-States,312667
49, Bachelors,13, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,1902,40, United-States,329603
36, HS-grad,9, Never-married, Private, Transport-moving, Not-in-family, Male,0,0,45, United-States,281021
22, Some-college,10, Never-married, Private, Other-service, Other-relative, Male,0,0,25, United-States,275385
52, HS-grad,9, Divorced, Federal-gov, Adm-clerical, Not-in-family, Female,0,0,40, United-States,129177
42, HS-grad,9, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,50, United-States,385591
22, Some-college,10, Never-married, ?, ?, Own-child, Male,0,0,40, United-States,201179
72, HS-grad,9, Widowed, Private, Other-service, Unmarried, Female,0,0,16, United-States,38360
30, Bachelors,13, Separated, Local-gov, Prof-specialty, Not-in-family, Female,0,0,40, United-States,73796
44, Some-college,10, Married-civ-spouse, Private, Handlers-cleaners, Husband, Male,0,0,40, United-States,67671
23, Bachelors,13, Never-married, Private, Sales, Not-in-family, Female,0,0,45, United-States,257621
22, Some-college,10, Never-married, Private, Sales, Own-child, Male,0,0,20, United-States,180052
59, Bachelors,13, Separated, Private, Adm-clerical, Unmarried, Male,0,0,60, United-States,656036
46, HS-grad,9, Divorced, Private, Prof-specialty, Unmarried, Female,0,0,40, United-States,215943
30, Assoc-voc,11, Married-civ-spouse, Private, Handlers-cleaners, Husband, Male,0,0,40, Mexico,488720
64, 7th-8th,4, Widowed, Federal-gov, Other-service, Unmarried, Female,0,0,30, Puerto-Rico,199298
31, Some-college,10, Married-civ-spouse, Private, Sales, Wife, Female,0,0,40, United-States,305692
64, HS-grad,9, Married-civ-spouse, Private, Other-service, Husband, Male,0,0,20, United-States,114994
45, HS-grad,9, Never-married, Private, Machine-op-inspct, Own-child, Female,0,0,40, United-States,88265
59, HS-grad,9, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,1887,40, United-States,168569
32, HS-grad,9, Never-married, Private, Adm-clerical, Other-relative, Female,0,0,40, Jamaica,175413
43, Bachelors,13, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,40, United-States,161226
66, 10th,6, Divorced, ?, ?, Not-in-family, Female,1086,0,20, United-States,160995
23, Some-college,10, Never-married, Private, Sales, Not-in-family, Male,0,0,45, United-States,208598
49, HS-grad,9, Married-civ-spouse, Self-emp-not-inc, Craft-repair, Husband, Male,0,0,40, United-States,200471
32, 12th,8, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,40, Mexico,256609
49, Assoc-voc,11, Never-married, Private, Exec-managerial, Unmarried, Female,0,0,40, United-States,176684
33, Some-college,10, Divorced, Private, Prof-specialty, Not-in-family, Male,0,0,40, United-States,206512
28, Prof-school,15, Never-married, Private, Prof-specialty, Not-in-family, Female,0,0,85, United-States,212640
47, HS-grad,9, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, United-States,148724
41, HS-grad,9, Never-married, Private, Other-service, Own-child, Male,0,0,40, United-States,266510
34, Masters,14, Married-civ-spouse, Local-gov, Exec-managerial, Husband, Male,0,0,40, United-States,240252
25, HS-grad,9, Never-married, Private, Other-service, Not-in-family, Female,0,0,35, United-States,358975
20, Some-college,10, Never-married, ?, ?, Own-child, Female,0,0,40, United-States,124242
21, Some-college,10, Never-married, Private, Sales, Not-in-family, Female,0,0,15, United-States,434710
25, HS-grad,9, Never-married, Private, Farming-fishing, Unmarried, Male,0,0,30, ?,204338
46, 9th,5, Married-civ-spouse, Private, Other-service, Husband, Male,0,0,40, United-States,241844
37, 1st-4th,2, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, Cambodia,191342
41, Some-college,10, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,56, United-States,221947
44, HS-grad,9, Never-married, Private, Adm-clerical, Own-child, Male,0,1504,50, United-States,111483
30, HS-grad,9, Married-civ-spouse, Private, Tech-support, Husband, Male,0,0,40, United-States,65278
54, Some-college,10, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,40, United-States,133403
35, HS-grad,9, Married-civ-spouse, Self-emp-not-inc, Farming-fishing, Husband, Male,0,0,99, United-States,166416
58, HS-grad,9, Widowed, ?, ?, Not-in-family, Female,0,0,12, United-States,142158
21, Some-college,10, Never-married, Private, Tech-support, Own-child, Female,0,0,25, Ecuador,221480
35, Masters,14, Married-civ-spouse, Self-emp-not-inc, Sales, Husband, Male,0,0,40, United-States,189878
35, Prof-school,15, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,80, United-States,278403
19, Some-college,10, Never-married, Private, Craft-repair, Own-child, Male,0,0,20, United-States,184710
48, HS-grad,9, Divorced, Private, Exec-managerial, Not-in-family, Female,0,0,40, United-States,177775
56, Some-college,10, Married-civ-spouse, ?, ?, Husband, Male,0,0,40, Nicaragua,275943
65, Some-college,10, Widowed, Self-emp-not-inc, Craft-repair, Not-in-family, Female,0,0,35, United-States,225473
40, Bachelors,13, Separated, Private, Adm-clerical, Unmarried, Male,0,0,35, United-States,289403
26, HS-grad,9, Never-married, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,269060
45, Some-college,10, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,40, United-States,449354
26, Some-college,10, Never-married, Private, Craft-repair, Own-child, Male,0,0,40, United-States,214413
32, HS-grad,9, Married-civ-spouse, Private, Adm-clerical, Husband, Male,0,0,40, United-States,80058
35, Bachelors,13, Divorced, Private, Exec-managerial, Not-in-family, Male,27828,0,50, United-States,202027
22, Some-college,10, Never-married, Self-emp-not-inc, Craft-repair, Not-in-family, Male,0,0,48, United-States,123440
37, Assoc-voc,11, Separated, Private, Prof-specialty, Own-child, Female,0,0,38, United-States,191524
25, Bachelors,13, Never-married, Private, Craft-repair, Not-in-family, Male,0,0,40, Mexico,308144
64, 1st-4th,2, Married-civ-spouse, Private, Transport-moving, Husband, Male,0,0,53, ?,164204
46, Assoc-voc,11, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,48, United-States,205100
30, HS-grad,9, Never-married, Private, Handlers-cleaners, Own-child, Male,0,0,27, United-States,195750
63, Assoc-acdm,12, Divorced, Private, Exec-managerial, Not-in-family, Male,0,0,40, United-States,149756
51, HS-grad,9, Married-civ-spouse, Local-gov, Protective-serv, Husband, Male,0,0,40, United-States,240358
68, 7th-8th,4, Married-civ-spouse, Self-emp-not-inc, Exec-managerial, Husband, Male,0,0,16, United-States,241174
36, Doctorate,16, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,50, Canada,356838
28, Some-college,10, Never-married, Self-emp-inc, Exec-managerial, Not-in-family, Male,0,0,50, United-States,115705
41, Some-college,10, Married-civ-spouse, Local-gov, Sales, Husband, Male,0,0,40, United-States,137142
47, Some-college,10, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,40, United-States,296066
22, Some-college,10, Never-married, Private, Other-service, Unmarried, Female,0,0,30, United-States,401335
33, Bachelors,13, Never-married, ?, ?, Own-child, Male,0,0,80, Philippines,182771
34, Prof-school,15, Married-civ-spouse, Self-emp-inc, Prof-specialty, Husband, Male,15024,0,40, United-States,186824
46, Bachelors,13, Married-civ-spouse, Federal-gov, Prof-specialty, Husband, Male,0,0,40, United-States,162187
28, Some-college,10, Married-spouse-absent, Private, Adm-clerical, Own-child, Female,0,0,40, United-States,98010
36, HS-grad,9, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,52, United-States,172538
18, Some-college,10, Never-married, Private, Sales, Own-child, Female,0,0,20, United-States,80163
33, Masters,14, Married-civ-spouse, Local-gov, Prof-specialty, Husband, Male,7688,0,50, United-States,43959
51, HS-grad,9, Married-civ-spouse, Private, Transport-moving, Husband, Male,7298,0,60, United-States,162632
56, HS-grad,9, Married-civ-spouse, Self-emp-not-inc, Exec-managerial, Husband, Male,0,0,35, United-States,115422
54, HS-grad,9, Never-married, Private, Adm-clerical, Unmarried, Female,0,0,40, United-States,100933
29, HS-grad,9, Never-married, Private, Exec-managerial, Unmarried, Female,0,0,40, United-States,270379
40, Some-college,10, Divorced, Private, Handlers-cleaners, Not-in-family, Female,0,0,84, United-States,20109
53, Masters,14, Married-civ-spouse, Private, Exec-managerial, Husband, Male,15024,0,65, United-States,114758
22, HS-grad,9, Never-married, Private, Handlers-cleaners, Own-child, Male,0,0,35, United-States,100345
33, HS-grad,9, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,40, United-States,184901
28, HS-grad,9, Divorced, Private, Transport-moving, Not-in-family, Male,0,0,50, United-States,87239
63, Some-college,10, Married-civ-spouse, Private, Prof-specialty, Wife, Female,0,0,12, United-States,127363
53, Doctorate,16, Married-civ-spouse, Federal-gov, Prof-specialty, Husband, Male,15024,0,60, Germany,199720
37, 10th,6, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,50, United-States,143058
50, Some-college,10, Divorced, Federal-gov, Exec-managerial, Unmarried, Male,0,0,40, United-States,36489
22, HS-grad,9, Never-married, Private, Craft-repair, Own-child, Male,0,0,40, United-States,141698
40, Assoc-acdm,12, Never-married, Federal-gov, Adm-clerical, Not-in-family, Female,0,0,40, United-States,26358
22, Bachelors,13, Never-married, Private, Prof-specialty, Not-in-family, Female,8614,0,40, United-States,195532
21, Some-college,10, Never-married, Private, Prof-specialty, Own-child, Male,0,0,40, United-States,30039
25, Assoc-acdm,12, Married-civ-spouse, Private, Handlers-cleaners, Husband, Male,0,0,40, Jamaica,125159
20, Some-college,10, Never-married, Private, Craft-repair, Not-in-family, Female,0,0,40, United-States,246250
43, HS-grad,9, Married-civ-spouse, Federal-gov, Transport-moving, Husband, Male,0,0,40, United-States,77370
29, Assoc-voc,11, Never-married, Private, Exec-managerial, Unmarried, Female,0,0,50, United-States,355569
32, Bachelors,13, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, United-States,180603
42, Masters,14, Married-civ-spouse, Private, Sales, Husband, Male,0,0,50, United-States,201785
33, HS-grad,9, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,40, South,256211
27, Some-college,10, Married-civ-spouse, Private, Exec-managerial, Wife, Female,0,0,40, United-States,146764
22, Some-college,10, Never-married, ?, ?, Own-child, Female,0,0,40, Iran,211968
29, Some-college,10, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,38, United-States,200515
29, HS-grad,9, Married-civ-spouse, Private, Transport-moving, Husband, Male,0,0,40, United-States,52636
20, Some-college,10, Never-married, Private, Exec-managerial, Own-child, Female,0,0,20, United-States,27049
35, 10th,6, Never-married, Private, Adm-clerical, Own-child, Male,0,0,40, United-States,111128
31, Bachelors,13, Married-civ-spouse, Self-emp-not-inc, Prof-specialty, Husband, Male,0,1902,50, Puerto-Rico,348038
33, HS-grad,9, Never-married, Private, Craft-repair, Not-in-family, Male,0,0,50, United-States,93930
67, Some-college,10, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,1539,40, United-States,397831
46, Some-college,10, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,10, United-States,33794
45, 9th,5, Married-civ-spouse, Private, Machine-op-inspct, Wife, Female,0,0,40, United-States,178215
17, 11th,7, Never-married, Local-gov, Sales, Own-child, Male,0,0,20, United-States,191910
35, Bachelors,13, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,1848,70, United-States,340110
48, Bachelors,13, Married-spouse-absent, Self-emp-not-inc, Exec-managerial, Not-in-family, Male,0,0,40, Jamaica,133694
49, HS-grad,9, Divorced, Private, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,148398
20, Some-college,10, Never-married, Private, Sales, Other-relative, Female,0,0,40, United-States,133515
27, HS-grad,9, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,5013,0,46, Canada,181667
64, Some-college,10, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,20, United-States,159715
53, Some-college,10, Separated, Federal-gov, Craft-repair, Not-in-family, Male,0,0,40, United-States,174040
52, HS-grad,9, Divorced, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,117700
29, HS-grad,9, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,55, United-States,37215
32, HS-grad,9, Married-civ-spouse, Self-emp-inc, Craft-repair, Husband, Male,99999,0,40, United-States,46807
48, Bachelors,13, Married-civ-spouse, Self-emp-not-inc, Prof-specialty, Wife, Female,0,0,20, United-States,317360
30, Some-college,10, Never-married, Private, Craft-repair, Other-relative, Male,0,0,40, Mexico,425627
34, HS-grad,9, Married-civ-spouse, Private, Other-service, Husband, Male,0,0,20, United-States,82623
19, Some-college,10, Never-married, ?, ?, Own-child, Male,0,0,50, United-States,63574
39, HS-grad,9, Never-married, Private, Prof-specialty, Not-in-family, Male,0,0,50, United-States,140854
28, 11th,7, Never-married, Private, Handlers-cleaners, Other-relative, Male,0,0,40, United-States,185061
17, 12th,8, Never-married, Private, Sales, Not-in-family, Female,0,0,10, ?,160118
54, Bachelors,13, Never-married, Private, Prof-specialty, Not-in-family, Female,0,0,50, United-States,282680
24, Some-college,10, Never-married, Private, Sales, Own-child, Male,0,1762,40, United-States,137591
25, HS-grad,9, Never-married, Private, Exec-managerial, Own-child, Female,0,0,40, United-States,198163
25, 11th,7, Divorced, Private, Other-service, Unmarried, Female,0,0,12, United-States,132749
48, Some-college,10, Married-civ-spouse, Local-gov, Exec-managerial, Wife, Female,5178,0,40, United-States,31264
24, Bachelors,13, Never-married, Private, Sales, Own-child, Female,0,0,40, United-States,399449
31, Some-college,10, Married-civ-spouse, Private, Sales, Husband, Male,0,0,50, Taiwan,27494
47, Some-college,10, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, United-States,368561
45, Bachelors,13, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,40, ?,102096
19, Some-college,10, Never-married, Private, Adm-clerical, Own-child, Female,0,0,25, United-States,406078
52, Some-college,10, Married-civ-spouse, Self-emp-inc, Sales, Husband, Male,15024,0,50, United-States,100506
52, HS-grad,9, Married-civ-spouse, Private, Adm-clerical, Husband, Male,0,0,40, United-States,29658
19, HS-grad,9, Never-married, ?, ?, Other-relative, Female,0,0,12, South,20469
60, HS-grad,9, Married-civ-spouse, Private, Transport-moving, Husband, Male,0,0,28, United-States,181953
43, Masters,14, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,50, United-States,304175
24, Assoc-acdm,12, Divorced, Private, Other-service, Own-child, Female,0,0,30, United-States,170070
20, Some-college,10, Never-married, ?, ?, Own-child, Female,0,0,40, United-States,193416
51, HS-grad,9, Never-married, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,194908
38, 9th,5, Divorced, Self-emp-not-inc, Craft-repair, Not-in-family, Male,0,0,40, United-States,357962
21, Some-college,10, Never-married, Private, Adm-clerical, Own-child, Female,0,0,10, United-States,214716
40, HS-grad,9, Married-civ-spouse, Self-emp-inc, Adm-clerical, Husband, Male,0,0,50, United-States,207578
54, Some-college,10, Widowed, Private, Exec-managerial, Unmarried, Female,0,0,40, United-States,146409
35, Bachelors,13, Never-married, Private, Other-service, Other-relative, Male,0,0,50, United-States,341643
52, 11th,7, Separated, Private, Machine-op-inspct, Unmarried, Male,0,0,40, United-States,131631
53, HS-grad,9, Married-civ-spouse, Private, Exec-managerial, Husband, Male,99999,0,40, United-States,88842
56, Some-college,10, Widowed, ?, ?, Not-in-family, Female,0,0,40, United-States,128900
35, HS-grad,9, Divorced, Private, Craft-repair, Unmarried, Male,0,0,40, United-States,417136
43, Some-college,10, Divorced, Self-emp-not-inc, Sales, Unmarried, Female,0,880,42, United-States,336763
29, Bachelors,13, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, Canada,209301
29, HS-grad,9, Married-civ-spouse, Private, Transport-moving, Husband, Male,0,0,65, United-States,120986
27, HS-grad,9, Never-married, Private, Other-service, Not-in-family, Female,0,0,40, United-States,51025
58, Bachelors,13, Married-civ-spouse, Private, Adm-clerical, Husband, Male,0,0,40, Mexico,218281
64, HS-grad,9, Married-civ-spouse, Private, Handlers-cleaners, Husband, Male,0,0,18, United-States,114994
53, HS-grad,9, Married-civ-spouse, Private, Adm-clerical, Wife, Female,0,0,32, United-States,335481
21, HS-grad,9, Never-married, Private, Adm-clerical, Not-in-family, Female,0,0,30, United-States,174503
40, Assoc-acdm,12, Divorced, Self-emp-not-inc, Exec-managerial, Not-in-family, Male,0,0,30, United-States,230478
52, Doctorate,16, Married-civ-spouse, State-gov, Prof-specialty, Husband, Male,0,0,40, Iran,149650
38, Assoc-voc,11, Never-married, Private, Tech-support, Not-in-family, Male,0,0,50, United-States,149419
40, Some-college,10, Divorced, ?, ?, Not-in-family, Female,0,0,30, United-States,341539
39, HS-grad,9, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,40, United-States,185099
56, Masters,14, Never-married, ?, ?, Not-in-family, Female,0,0,50, United-States,132930
68, Doctorate,16, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,55, United-States,128472
24, HS-grad,9, Never-married, Private, Sales, Not-in-family, Male,0,0,38, United-States,124971
40, Prof-school,15, Married-civ-spouse, Self-emp-inc, Prof-specialty, Husband, Male,0,0,50, United-States,344060
43, Prof-school,15, Married-civ-spouse, Self-emp-inc, Prof-specialty, Husband, Male,0,0,99, United-States,286750
38, Bachelors,13, Never-married, Private, Exec-managerial, Not-in-family, Female,0,0,70, United-States,296999
45, HS-grad,9, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, United-States,123681
18, 11th,7, Never-married, Private, Machine-op-inspct, Own-child, Male,0,0,55, United-States,232024
57, Masters,14, Married-civ-spouse, Local-gov, Exec-managerial, Husband, Male,0,0,50, United-States,52267
49, HS-grad,9, Separated, Private, Other-service, Not-in-family, Female,0,0,35, United-States,119182
25, Some-college,10, Never-married, Private, Exec-managerial, Own-child, Female,0,0,40, Yugoslavia,191230
52, Some-college,10, Divorced, Federal-gov, Adm-clerical, Not-in-family, Male,0,0,40, United-States,23780
56, 10th,6, Divorced, Private, Craft-repair, Not-in-family, Male,0,0,56, United-States,184553
26, Some-college,10, Never-married, Self-emp-inc, Sales, Not-in-family, Male,0,0,48, United-States,242651
19, HS-grad,9, Never-married, Private, Craft-repair, Not-in-family, Female,0,0,40, United-States,246226
25, Bachelors,13, Never-married, Self-emp-inc, Adm-clerical, Own-child, Female,0,0,40, United-States,86745
25, HS-grad,9, Married-civ-spouse, Private, Adm-clerical, Wife, Female,0,0,30, United-States,106889
21, HS-grad,9, Never-married, Private, Sales, Other-relative, Male,0,0,45, United-States,460835
48, 7th-8th,4, Married-civ-spouse, Self-emp-not-inc, Craft-repair, Husband, Male,0,0,40, Italy,213140
33, Masters,14, Married-civ-spouse, State-gov, Prof-specialty, Husband, Male,0,0,60, Canada,37070
31, HS-grad,9, Divorced, State-gov, Protective-serv, Own-child, Male,0,0,40, United-States,93589
26, HS-grad,9, Divorced, Self-emp-not-inc, Farming-fishing, Unmarried, Male,0,0,65, United-States,213258
37, Bachelors,13, Never-married, State-gov, Prof-specialty, Not-in-family, Male,0,0,38, United-States,46814
29, Some-college,10, Divorced, ?, ?, Unmarried, Female,0,0,30, United-States,168873
20, Some-college,10, Never-married, Private, Other-service, Own-child, Male,0,0,20, United-States,284737
28, Some-college,10, Married-civ-spouse, Private, Sales, Husband, Male,0,0,60, ?,309620
49, HS-grad,9, Widowed, Private, Adm-clerical, Unmarried, Female,0,0,20, United-States,197418
73, 10th,6, Never-married, ?, ?, Not-in-family, Male,0,0,4, United-States,132737
49, Masters,14, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,1977,40, United-States,185041
51, Some-college,10, Married-civ-spouse, Private, Prof-specialty, Wife, Female,0,0,40, United-States,159604
40, Some-college,10, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, United-States,123557
24, Assoc-voc,11, Never-married, Private, Machine-op-inspct, Own-child, Female,0,0,40, United-States,275421
18, 12th,8, Never-married, Private, Sales, Own-child, Male,0,0,24, United-States,167147
41, 10th,6, Married-civ-spouse, Private, Transport-moving, Husband, Male,0,0,40, United-States,197583
46, HS-grad,9, Married-civ-spouse, Private, Adm-clerical, Husband, Male,0,1485,40, United-States,175109
46, HS-grad,9, Married-civ-spouse, Private, Adm-clerical, Wife, Female,0,0,40, United-States,117502
64, 10th,6, Married-civ-spouse, Private, Transport-moving, Husband, Male,0,0,40, United-States,180401
50, Prof-school,15, Married-civ-spouse, Self-emp-not-inc, Prof-specialty, Husband, Male,0,0,40, United-States,146603
53, Masters,14, Married-civ-spouse, State-gov, Prof-specialty, Husband, Male,0,0,36, United-States,143822
21, HS-grad,9, Never-married, Private, Craft-repair, Not-in-family, Male,0,0,40, United-States,51985
22, Some-college,10, Married-civ-spouse, State-gov, Other-service, Husband, Male,0,0,25, United-States,48121
37, Bachelors,13, Divorced, Private, Exec-managerial, Unmarried, Female,7430,0,45, United-States,234807
39, Prof-school,15, Never-married, Federal-gov, Prof-specialty, Not-in-family, Male,0,0,55, United-States,65324
30, Bachelors,13, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, India,302149
25, Bachelors,13, Never-married, Private, Prof-specialty, Not-in-family, Male,0,1741,40, United-States,168403
26, Some-college,10, Never-married, Private, Exec-managerial, Unmarried, Female,0,0,40, United-States,159897
43, Bachelors,13, Never-married, Private, Sales, Not-in-family, Male,0,0,50, United-States,416338
59, HS-grad,9, Widowed, Private, Adm-clerical, Unmarried, Female,0,0,60, United-States,370615
27, HS-grad,9, Married-spouse-absent, Private, Adm-clerical, Unmarried, Female,0,0,40, Jamaica,219371
55, 10th,6, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, United-States,120970
20, Some-college,10, Never-married, Private, Other-service, Own-child, Male,0,0,12, Canada,22966
25, Assoc-voc,11, Never-married, Private, Prof-specialty, Not-in-family, Female,0,0,36, Canada,34541
28, Assoc-acdm,12, Separated, Private, Other-service, Not-in-family, Male,0,0,40, United-States,191027
29, Bachelors,13, Never-married, Private, Sales, Not-in-family, Male,0,0,50, United-States,107458
60, 11th,7, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, United-States,121832
37, Bachelors,13, Married-civ-spouse, Local-gov, Prof-specialty, Wife, Female,15024,0,50, United-States,233825
25, 11th,7, Divorced, Private, Sales, Own-child, Female,0,0,40, United-States,73839
27, Some-college,10, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,60, United-States,109165
50, Bachelors,13, Married-civ-spouse, State-gov, Exec-managerial, Husband, Male,0,0,40, United-States,103063
41, Some-college,10, Married-civ-spouse, Self-emp-not-inc, Farming-fishing, Husband, Male,5013,0,70, United-States,29762
46, 7th-8th,4, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,47, United-States,111979
35, Assoc-voc,11, Divorced, Private, Other-service, Unmarried, Female,0,0,40, United-States,150125
21, Some-college,10, Never-married, ?, ?, Own-child, Male,0,0,40, United-States,301853
35, 11th,7, Separated, ?, ?, Not-in-family, Female,6849,0,60, United-States,296738
40, HS-grad,9, Never-married, Private, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,118001
49, Bachelors,13, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,40, United-States,149337
29, Bachelors,13, Never-married, Private, Prof-specialty, Not-in-family, Female,0,0,50, United-States,36601
43, Bachelors,13, Divorced, Local-gov, Prof-specialty, Unmarried, Female,0,625,40, United-States,118600
39, Assoc-acdm,12, Never-married, Private, Transport-moving, Not-in-family, Male,0,0,60, United-States,279272
35, HS-grad,9, Never-married, Private, Handlers-cleaners, Own-child, Male,0,0,60, United-States,181020
52, Some-college,10, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,40, United-States,165998
25, Some-college,10, Never-married, Private, Handlers-cleaners, Not-in-family, Male,0,0,40, Outlying-US(Guam-USVI-etc),218136
